transaction_id,date,city,branch_id,account_no,amount,status
TXN527569,2025-05-02,Mumbai,MUM-1,ACC12271,994.96,SUCCESS
TXN444756,2025-05-02,Mumbai,MUM-1,ACC94698,6145.84,FAILED
TXN837211,2025-05-02,Mumbai,MUM-1,ACC33771,9303.4,SUCCESS
TXN518515,2025-05-02,Mumbai,MUM-1,ACC51004,7942.62,SUCCESS
TXN501192,2025-05-02,Mumbai,MUM-1,ACC43102,9643.98,FAILED
TXN373211,2025-05-02,Mumbai,MUM-1,ACC56320,2390.95,SUCCESS
TXN713508,2025-05-02,Mumbai,MUM-1,ACC85744,519.51,PENDING
TXN262044,2025-05-02,Mumbai,MUM-1,ACC24162,5842.74,SUCCESS
TXN972831,2025-05-02,Mumbai,MUM-1,ACC65144,9580.92,SUCCESS
TXN990837,2025-05-02,Mumbai,MUM-1,ACC68930,566.88,SUCCESS
TXN244458,2025-05-02,Mumbai,MUM-1,ACC93049,4044.1,SUCCESS
TXN976209,2025-05-02,Mumbai,MUM-1,ACC40995,7665.75,SUCCESS
TXN646943,2025-05-02,Mumbai,MUM-1,ACC77401,173.87,SUCCESS
TXN914803,2025-05-02,Mumbai,MUM-1,ACC43180,3312.71,SUCCESS
TXN603103,2025-05-02,Mumbai,MUM-1,ACC31912,8763.32,SUCCESS
TXN927270,2025-05-02,Mumbai,MUM-1,ACC15637,4366.69,SUCCESS
TXN706109,2025-05-02,Mumbai,MUM-1,ACC15040,1493.21,SUCCESS
TXN325490,2025-05-02,Mumbai,MUM-1,ACC27542,3624.36,SUCCESS
TXN431752,2025-05-02,Mumbai,MUM-1,ACC19938,5302.32,SUCCESS
TXN911179,2025-05-02,Mumbai,MUM-1,ACC68801,7719.41,FAILED
TXN982370,2025-05-02,Mumbai,MUM-1,ACC16318,1489.89,SUCCESS
TXN703771,2025-05-02,Mumbai,MUM-1,ACC67123,3769.05,SUCCESS
TXN249384,2025-05-02,Mumbai,MUM-1,ACC93289,2017.91,SUCCESS
TXN297335,2025-05-02,Mumbai,MUM-1,ACC30130,3068.18,SUCCESS
TXN991716,2025-05-02,Mumbai,MUM-1,ACC31215,6662.33,SUCCESS
TXN720877,2025-05-02,Mumbai,MUM-1,ACC71791,4060.21,SUCCESS
TXN256004,2025-05-02,Mumbai,MUM-1,ACC95621,4250.42,SUCCESS
TXN379634,2025-05-02,Mumbai,MUM-1,ACC36594,9814.37,FAILED
TXN768765,2025-05-02,Mumbai,MUM-1,ACC48639,3054.2,SUCCESS
TXN105741,2025-05-02,Mumbai,MUM-1,ACC97519,8504.24,SUCCESS
TXN453395,2025-05-02,Mumbai,MUM-1,ACC21376,6721.88,SUCCESS
TXN821982,2025-05-02,Mumbai,MUM-1,ACC63787,2478.92,SUCCESS
TXN211704,2025-05-02,Mumbai,MUM-1,ACC10934,4462.4,SUCCESS
TXN625895,2025-05-02,Mumbai,MUM-1,ACC79628,642.97,SUCCESS
TXN826454,2025-05-02,Mumbai,MUM-1,ACC14635,8173.64,FAILED
TXN433209,2025-05-02,Mumbai,MUM-1,ACC72562,7610.49,SUCCESS
TXN526657,2025-05-02,Mumbai,MUM-1,ACC42400,7674.63,SUCCESS
TXN995139,2025-05-02,Mumbai,MUM-1,ACC92723,2559.16,SUCCESS
TXN877675,2025-05-02,Mumbai,MUM-1,ACC20478,8631.83,FAILED
TXN683787,2025-05-02,Mumbai,MUM-1,ACC26370,9924.64,SUCCESS
TXN548307,2025-05-02,Mumbai,MUM-1,ACC18667,5928.04,SUCCESS
TXN854320,2025-05-02,Mumbai,MUM-1,ACC56704,6056.13,SUCCESS
TXN168389,2025-05-02,Mumbai,MUM-1,ACC43137,3364.44,SUCCESS
TXN758841,2025-05-02,Mumbai,MUM-1,ACC56701,8343.53,SUCCESS
